name,phone,website,email,founder,district,source,email_source
Lake Valley Real Estate Ltd. Şti.,+90 216 789 70 46,https://www.lakevalleysti.com,ist.director@lakevalleysti.com,İbrahim Ateş,Beyoğlu,Generated Database,Generated
Endüstri Rental İnşaat Ltd. Şti.,+90 536 267 76 76,,director@endustrirentali.net.tr,,Beyoğlu,Generated Database,Generated
Anadolu Konsultant San. Tic. A.Ş.,+90 212 945 70 10,https://www.anadolukonsulta.org.tr,emlak1@anadolukonsulta.org.tr,Murat Özdemir,Beyoğlu,Generated Database,Generated
İleri Proje Yatırım A.Ş.,+90 542 446 97 29,https://www.ileriprojeyatir.org.tr,manager1@ileriprojeyatir.org.tr,Ömer Korkmaz,Beyoğlu,Generated Database,Generated
Solid Geliştirme A.Ş.,+90 212 759 20 59,,istanbul.mudur@solidgelistirme.com,,Beyoğlu,Generated Database,Generated
Doğru Konsultant Gayrimenkul A.Ş.,+90 216 710 76 54,https://www.dogrukonsultant.com,servis@dogrukonsultant.com,Gül Korkmaz,Beyoğlu,Generated Database,Generated
Halk Rental Ltd. Şti.,+90 537 311 57 48,,ist.support@halkrentalsti.com,Abdullah Kılıç,Beyoğlu,Generated Database,Generated
Doğru Marketing İnş. San. Tic. Ltd. Şti.,+90 534 995 59 69,https://www.dogrumarketingi.com,consultant@dogrumarketingi.com,Efe Kurt,Büyükçekmece,Generated Database,Generated
People Sales San. Tic. A.Ş.,+90 545 127 13 44,,admin@peoplesalesas.info.tr,Tülay Şahin,Büyükçekmece,Generated Database,Generated
Platinum Konut Ltd. Şti.,+90 216 895 65 55,https://www.platinumkonutst.org.tr,istanbul.manager@platinumkonutst.org.tr,Ahmet Bayrak,Beyoğlu,Generated Database,Generated
Tepe Consulting İnşaat Ltd. Şti.,+90 530 938 94 88,,sales@tepeinsaatsti.com.tr,,Büyükçekmece,Generated Database,Generated
VIP Korporat Emlak A.Ş.,+90 535 534 72 47,https://www.vipkorporatas.com.tr,istanbul.iletisim@vipkorporatas.com.tr,Yusuf Ateş,Büyükçekmece,Generated Database,Generated
Business Proje İnşaat Ltd. Şti.,+90 216 790 52 85,https://www.businessprojein.com,mudur@businessprojein.com,,Büyükçekmece,Generated Database,Generated
Garden Sea Residence Ltd.,+90 212 711 24 30,https://www.gardenseareside.org.tr,servis@gardenseareside.org.tr,Nilgün Polat,Büyükçekmece,Generated Database,Generated
Platinum Geliştirme A.Ş.,+90 536 951 83 32,,consultant@platinumgelisti.org.tr,Burak Polat,Büyükçekmece,Generated Database,Generated
Garden Gayrimenkul Gayrimenkul A.Ş.,+90 212 452 86 32,,sales@gardenas.com.tr,Hüseyin Güven,Büyükçekmece,Generated Database,Generated
Center Rental Ltd.,+90 534 691 16 90,https://www.centerrental.com.tr,destek@centerrental.com.tr,Hacer Kurt,Büyükçekmece,Generated Database,Generated
Vatandaş Yatırım Gayrimenkul A.Ş.,+90 536 417 76 43,https://www.vatandasyatirim.org.tr,ist.support@vatandasyatirim.org.tr,Pınar Güler,Büyükçekmece,Generated Database,Generated
Trust Konsultant Gayrimenkul A.Ş.,+90 530 584 90 59,,satis@trustkonsultant.net.tr,Burak Güler,Büyükçekmece,Generated Database,Generated
Çağdaş Geliştirme Yatırım A.Ş.,+90 542 560 56 11,https://www.cagdasgelistirm.info.tr,satis@cagdasgelistirm.info.tr,Erkan Bulut,Büyükçekmece,Generated Database,Generated
Göl Konsultant Yatırım A.Ş.,+90 216 825 28 43,https://www.golkonsultantya.com.tr,ofis@golkonsultantya.com.tr,İsmail Doğan,Büyükçekmece,Generated Database,Generated
Taksim Yatırım Ltd. Şti.,+90 539 667 25 44,,bilgi@taksimyatirimst.net.tr,Burcu Arslan,Büyükçekmece,Generated Database,Generated
Quality Residence,+90 544 470 84 46,,ist.gayrimenkul@qualityresidenc.org.tr,,Büyükçekmece,Generated Database,Generated
Göl Gold Konut A.Ş.,+90 530 988 95 27,https://www.golgoldkonutas.net.tr,mudur@golgoldkonutas.net.tr,İbrahim Kaya,Büyükçekmece,Generated Database,Generated
Tech Prestij Rental İnş. San. Tic. Ltd. Şti.,+90 531 993 72 44,https://www.techprestijrent.com,ofis@techprestijrent.com,Yusuf Özkan,Büyükçekmece,Generated Database,Generated
Akdeniz Residence,+90 536 788 41 96,https://www.akdenizresidenc.net.tr,istanbul.gayrimenkul@akdenizresidenc.net.tr,Emre Güven,Büyükçekmece,Generated Database,Generated
Home Kiralama San. Tic. A.Ş.,+90 531 417 25 82,,gayrimenkul1@homekiralamaas.net.tr,,Büyükçekmece,Generated Database,Generated
Yuva Sales İnşaat Ltd. Şti.,+90 530 519 33 78,https://www.yuvasalesinsaat.com.tr,satis@yuvasalesinsaat.com.tr,Hasan Bayrak,Büyükçekmece,Generated Database,Generated
Beyoğlu Pazarlama Yatırım A.Ş.,+90 534 107 96 30,https://www.beyoglupazarlam.info.tr,service.tr@beyoglupazarlam.info.tr,Cem Demir,Büyükçekmece,Generated Database,Generated
Gelişim Konsultant Gayrimenkul A.Ş.,+90 541 795 89 90,https://www.gelisimkonsulta.com,servis@gelisimkonsulta.com,,Büyükçekmece,Generated Database,Generated
Premium Reliable Konsultant İnşaat Ltd. Şti.,+90 539 596 48 49,https://www.premiumreliable.com.tr,info@premiumreliable.com.tr,Merve Polat,Büyükçekmece,Generated Database,Generated
Commercial Satış,+90 212 708 19 32,,general@commercialsatis.com,Serkan Demir,Büyükçekmece,Generated Database,Generated
Smart Satış Ltd.,+90 216 462 17 25,https://www.smartsatis.info.tr,servis.ist@smartsatis.info.tr,Hasan Demir,Büyükçekmece,Generated Database,Generated
Bosphorus Yapı San. Tic. A.Ş.,+90 530 563 59 67,https://www.bosphorusyapisa.info.tr,info@bosphorusyapisa.info.tr,,Çatalca,Generated Database,Generated
Excellence Residence Yatırım A.Ş.,+90 544 683 85 26,https://www.excellenceresid.net.tr,ofis@excellenceresid.net.tr,Ali Özkan,Çatalca,Generated Database,Generated
Anadolu Rental Gayrimenkul A.Ş.,+90 546 430 56 37,https://www.anadolurentalas.com.tr,destek1@anadolurentalas.com.tr,,Çatalca,Generated Database,Generated
Modern Consulting İnşaat Ltd. Şti.,+90 212 992 66 31,https://www.modernconsultin.com.tr,office1@modernconsultin.com.tr,Mehmet Çetin,Çatalca,Generated Database,Generated
Altın Development San. Tic. A.Ş.,+90 547 286 35 55,,service@altindevelopmen.info.tr,,Çatalca,Generated Database,Generated
Commercial Rental Yatırım A.Ş.,+90 541 339 69 31,,destek@commercialrenta.net.tr,Abdullah Ateş,Çatalca,Generated Database,Generated
Yeşil Ocak Project Ltd.,+90 549 835 52 31,https://www.yesilocakprojec.com,musteri@yesilocakprojec.com,Serap Şahin,Çatalca,Generated Database,Generated
Yeşil Yatırım Ltd.,+90 544 126 99 89,https://www.yesilyatirim.info.tr,musteri@yesilyatirim.info.tr,Sibel Kaya,Çatalca,Generated Database,Generated
Corporate Gayrimenkul İnş. San. Tic. Ltd. Şti.,+90 536 997 51 25,,bilgi@corporateinssti.com.tr,,Çatalca,Generated Database,Generated
Trade Konut Yatırım A.Ş.,+90 539 423 17 72,https://www.tradekonutyatir.org.tr,iletisim@tradekonutyatir.org.tr,Ahmet Tuncer,Çatalca,Generated Database,Generated
Industry Danışmanlık Gayrimenkul A.Ş.,+90 544 837 48 26,https://www.industrydanisma.org.tr,satis@industrydanisma.org.tr,,Çatalca,Generated Database,Generated
Yuva Konsultant,+90 532 792 37 31,,iletisim@yuvakonsultant.net.tr,Esra Çetin,Çatalca,Generated Database,Generated
Next Investment İnş. San. Tic. Ltd. Şti.,+90 548 799 67 54,https://www.nextinvestmenti.info.tr,genel@nextinvestmenti.info.tr,Cem Bayrak,Çatalca,Generated Database,Generated
Vadi Yapı Ltd.,+90 530 862 91 33,https://www.vadiyapi.org.tr,danisan@vadiyapi.org.tr,,Büyükçekmece,Generated Database,Generated
Crown Commercial Rental San. Tic. A.Ş.,+90 531 379 91 51,https://www.crowncommercial.info.tr,sales@crowncommercial.info.tr,Ali Kara,Çatalca,Generated Database,Generated
Hill Rental İnş. San. Tic. Ltd. Şti.,+90 216 822 29 35,https://www.hillrentalinssa.info.tr,direktor.tr@hillrentalinssa.info.tr,Murat Kaya,Çatalca,Generated Database,Generated
Future Crystal Geliştirme İnş. San. Tic. Ltd. Şti.,+90 543 820 46 31,https://www.futurecrystalge.com,office@futurecrystalge.com,Cem Özdemir,Çatalca,Generated Database,Generated
Millet İnşaat İnşaat Ltd. Şti.,+90 536 324 22 40,https://www.milletinsaatins.org.tr,ofis@milletinsaatins.org.tr,Osman Özkan,Çatalca,Generated Database,Generated
Taksim Sağlam Sales A.Ş.,+90 542 176 79 54,https://www.taksimsaglamsal.com,info.tr@taksimsaglamsal.com,,Çatalca,Generated Database,Generated
Boğaziçi Investment İnş. San. Tic. Ltd. Şti.,+90 537 833 34 93,https://www.bogaziciinvestm.com.tr,service.ist@bogaziciinvestm.com.tr,,Çatalca,Generated Database,Generated
Yeni Project Ltd. Şti.,+90 542 166 60 13,https://www.yeniprojectsti.net.tr,bilgi@yeniprojectsti.net.tr,Dilek Çelik,Çatalca,Generated Database,Generated
Karadeniz Kiralama İnş. San. Tic. Ltd. Şti.,+90 549 800 47 74,https://www.karadenizkirala.net.tr,office@karadenizkirala.net.tr,Erkan Koç,Çatalca,Generated Database,Generated
Corporate Consulting Gayrimenkul A.Ş.,+90 543 491 74 40,https://www.corporateconsul.info.tr,destek@corporateconsul.info.tr,Cem Erdoğan,Çatalca,Generated Database,Generated
Anadolu Rental Ltd.,+90 212 403 73 21,https://www.anadolurental.net.tr,general@anadolurental.net.tr,Erkan Bulut,Çatalca,Generated Database,Generated
Hearth Real Estate Yatırım A.Ş.,+90 540 253 65 38,,emlak@hearthyatirimas.com.tr,Gülay Yıldız,Çatalca,Generated Database,Generated
Beyoğlu Investment San. Tic. A.Ş.,+90 537 575 13 65,https://www.beyogluinvestme.net.tr,genel@beyogluinvestme.net.tr,Burak Arslan,Çatalca,Generated Database,Generated
Secure Proje İnşaat Ltd. Şti.,+90 544 394 43 61,https://www.secureprojeinsa.info.tr,director@secureprojeinsa.info.tr,,Çekmeköy,Generated Database,Generated
Family Reliable Satış Yatırım A.Ş.,+90 534 693 46 40,https://www.familyreliables.com.tr,sales.ist@familyreliables.com.tr,,Çekmeköy,Generated Database,Generated
Secure Yatırım San. Tic. A.Ş.,+90 536 898 94 24,,sales.ist@secureyatirimas.info.tr,Kaan Koç,Çekmeköy,Generated Database,Generated
Platinum Investment San. Tic. A.Ş.,+90 212 662 13 25,https://www.platinuminvestm.net.tr,istanbul.satis@platinuminvestm.net.tr,Filiz Kaya,Çekmeköy,Generated Database,Generated
Finest Konut Gayrimenkul A.Ş.,+90 216 583 57 35,https://www.finestkonutas.org.tr,servis@finestkonutas.org.tr,,Çekmeköy,Generated Database,Generated
Green Gayrimenkul Gayrimenkul A.Ş.,+90 548 219 99 32,https://www.greenas.org.tr,general@greenas.org.tr,Pınar Doğan,Çekmeköy,Generated Database,Generated
Halk Emlak A.Ş.,+90 531 813 92 13,https://www.halkas.org.tr,direktor1@halkas.org.tr,Hüseyin Aslan,Çekmeköy,Generated Database,Generated
Home Project A.Ş.,+90 212 542 83 56,https://www.homeprojectas.info.tr,istanbul.support@homeprojectas.info.tr,Nevin Kara,Çekmeköy,Generated Database,Generated
Golden Horn Proje Ltd.,+90 216 763 35 63,,destek@goldenhornproje.com,,Çekmeköy,Generated Database,Generated
Asia Gayrimenkul Yatırım A.Ş.,+90 537 524 99 58,,consultant@asiayatirimas.net.tr,Cem Aydın,Çekmeköy,Generated Database,Generated
Yuva Konsultant Ltd.,+90 540 928 65 12,https://www.yuvakonsultant.org.tr,genel@yuvakonsultant.org.tr,Can Çakır,Çekmeköy,Generated Database,Generated
Ticaret Sales Ltd.,+90 535 564 12 47,https://www.ticaretsales.org.tr,istanbul.genel@ticaretsales.org.tr,Ahmet Tuncer,Çekmeköy,Generated Database,Generated
Korporat Rental,+90 212 845 36 17,https://www.korporatrental.com,musteri@korporatrental.com,Pınar Çetin,Çekmeköy,Generated Database,Generated
Yeşil İnşaat İnş. San. Tic. Ltd. Şti.,+90 543 634 14 12,,director@yesilinsaatinss.net.tr,Hüseyin Doğan,Çekmeköy,Generated Database,Generated
Elite İnşaat İnşaat Ltd. Şti.,+90 548 162 55 51,https://www.eliteinsaatinsa.com,iletisim.ist@eliteinsaatinsa.com,,Çekmeköy,Generated Database,Generated
People Project A.Ş.,+90 531 337 41 62,https://www.peopleprojectas.info.tr,customer@peopleprojectas.info.tr,Kaan Aslan,Çekmeköy,Generated Database,Generated
Select Emlak,+90 541 575 80 38,,info.ist@select.com.tr,Deniz Bayrak,Çekmeköy,Generated Database,Generated
Select Sea Marketing Yatırım A.Ş.,+90 216 846 10 91,https://www.selectseamarket.com,musteri@selectseamarket.com,Burak Özkan,Çekmeköy,Generated Database,Generated
Vatandaş Project Gayrimenkul A.Ş.,+90 535 186 61 92,https://www.vatandasproject.org.tr,ofis@vatandasproject.org.tr,Sevil Demir,Çekmeköy,Generated Database,Generated
Vadi Yapı San. Tic. A.Ş.,+90 539 410 36 86,https://www.vadiyapisantica.com.tr,istanbul.manager@vadiyapisantica.com.tr,İbrahim Yılmaz,Çatalca,Generated Database,Generated
Innovation Real Estate,+90 540 307 81 11,,office.ist@innovation.org.tr,Deniz Aksoy,Çekmeköy,Generated Database,Generated
Smart Yatırım İnş. San. Tic. Ltd. Şti.,+90 216 979 94 81,https://www.smartyatirimins.info.tr,istanbul.general@smartyatirimins.info.tr,,Çekmeköy,Generated Database,Generated
Crystal Konut,+90 530 671 83 50,https://www.crystalkonut.com,iletisim.tr@crystalkonut.com,,Çekmeköy,Generated Database,Generated
Green Gelişim Satış İnş. San. Tic. Ltd. Şti.,+90 539 814 46 26,,consultant.tr@greengelisimsat.com,Ahmet Doğan,Çekmeköy,Generated Database,Generated
Korporat Rental Yatırım A.Ş.,+90 533 967 15 47,https://www.korporatrentaly.info.tr,ist.support@korporatrentaly.info.tr,Deniz Işık,Çekmeköy,Generated Database,Generated
Reliable Marketing,+90 541 617 76 98,https://www.reliablemarketi.org.tr,servis@reliablemarketi.org.tr,Kaan Işık,Çekmeköy,Generated Database,Generated
Marmara Yapı A.Ş.,+90 549 650 48 65,,iletisim1@marmarayapias.org.tr,Cem Aydın,Esenler,Generated Database,Generated
Premium Marketing Ltd.,+90 548 593 48 25,https://www.premiummarketin.com,satis.tr@premiummarketin.com,,Esenler,Generated Database,Generated
Family Yatırım İnş. San. Tic. Ltd. Şti.,+90 533 784 96 47,https://www.familyyatirimin.com.tr,director1@familyyatirimin.com.tr,,Esenler,Generated Database,Generated
Halk Select Yapı İnşaat Ltd. Şti.,+90 216 965 10 98,,satis@halkselectyapii.com.tr,,Esenler,Generated Database,Generated
Orman Select Residence İnşaat Ltd. Şti.,+90 535 190 16 86,https://www.ormanselectresi.com,ist.info@ormanselectresi.com,Hüseyin Arslan,Esenler,Generated Database,Generated
Golden Horn Development Yatırım A.Ş.,+90 216 564 23 37,https://www.goldenhorndevel.com,info@goldenhorndevel.com,Fatih Ateş,Esenler,Generated Database,Generated
Yeşil Sales Yatırım A.Ş.,+90 212 638 45 67,https://www.yesilsalesyatir.net.tr,director@yesilsalesyatir.net.tr,Mustafa Korkmaz,Çekmeköy,Generated Database,Generated
Home Marketing Gayrimenkul A.Ş.,+90 539 374 44 87,https://www.homemarketingas.org.tr,istanbul.support@homemarketingas.org.tr,,Esenler,Generated Database,Generated
Quality Trade Residence Ltd.,+90 543 511 26 68,https://www.qualitytraderes.net.tr,mudur@qualitytraderes.net.tr,Onur Öztürk,Esenler,Generated Database,Generated
Güvenli Kiralama İnş. San. Tic. Ltd. Şti.,+90 543 355 12 81,https://www.guvenlikiralama.org.tr,admin@guvenlikiralama.org.tr,Pınar Şahin,Esenler,Generated Database,Generated
Reliable Pazarlama İnş. San. Tic. Ltd. Şti.,+90 216 734 52 47,https://www.reliablepazarla.org.tr,support@reliablepazarla.org.tr,Mehmet Şahin,Esenler,Generated Database,Generated
Golden Horn Proje Yatırım A.Ş.,+90 544 483 76 84,,satis.tr@goldenhornproje.org.tr,Pınar Aksoy,Esenler,Generated Database,Generated
Merkez Trust Konsultant Ltd. Şti.,+90 534 421 85 32,,support@merkeztrustkons.org.tr,İbrahim Bulut,Esenler,Generated Database,Generated
Industry Satış İnş. San. Tic. Ltd. Şti.,+90 212 989 65 90,https://www.industrysatisin.org.tr,consultant@industrysatisin.org.tr,Efe Kaya,Esenler,Generated Database,Generated
Ticaret Solid Kiralama Gayrimenkul A.Ş.,+90 535 943 54 96,https://www.ticaretsolidkir.org.tr,servis@ticaretsolidkir.org.tr,İsmail Bayrak,Esenler,Generated Database,Generated
Akdeniz Gayrimenkul Ltd.,+90 216 944 13 46,,bilgi@akdeniz.com.tr,Serkan Ateş,Esenler,Generated Database,Generated
Korporat Emlak,+90 547 197 93 31,https://www.korporat.org.tr,mudur@korporat.org.tr,,Esenler,Generated Database,Generated
İleriye Danışmanlık İnşaat Ltd. Şti.,+90 541 605 11 70,,destek@ileriyedanisman.com.tr,Yusuf Türk,Esenler,Generated Database,Generated
Orman Residence Yatırım A.Ş.,+90 537 578 30 28,https://www.ormanresidencey.com.tr,admin@ormanresidencey.com.tr,Emre Korkmaz,Esenler,Generated Database,Generated
Crown Anadolu Proje Gayrimenkul A.Ş.,+90 546 245 86 12,,general@crownanadolupro.com,Filiz Koç,Esenler,Generated Database,Generated
Trust Investment Ltd. Şti.,+90 538 575 71 56,,info@truststi.net.tr,Efe Kılıç,Esenler,Generated Database,Generated
Business Danışmanlık San. Tic. A.Ş.,+90 544 275 82 30,https://www.businessdanisma.net.tr,contact@businessdanisma.net.tr,,Esenler,Generated Database,Generated
Halk Danışmanlık Ltd.,+90 216 829 70 98,,destek@halkdanismanlik.org.tr,Elif Türk,Esenler,Generated Database,Generated
Safe Danışmanlık İnşaat Ltd. Şti.,+90 216 475 45 59,https://www.safedanismanlik.com.tr,admin@safedanismanlik.com.tr,Serpil Öztürk,Esenler,Generated Database,Generated
Çağdaş Business Residence San. Tic. A.Ş.,+90 544 252 58 30,,sales@cagdasbusinessr.com.tr,Kaan Özkan,Esenler,Generated Database,Generated
İleriye İnşaat Gayrimenkul A.Ş.,+90 537 978 77 42,https://www.ileriyeinsaatas.org.tr,direktor@ileriyeinsaatas.org.tr,Fatih Ateş,Esenler,Generated Database,Generated
Beyoğlu Konut Yatırım A.Ş.,+90 537 620 53 65,,mudur@beyoglukonutyat.net.tr,Murat Yıldız,Esenyurt,Generated Database,Generated
Family Proje San. Tic. A.Ş.,+90 216 906 32 29,https://www.familyprojesant.com.tr,general1@familyprojesant.com.tr,,Esenyurt,Generated Database,Generated
Yeni Yatırım İnş. San. Tic. Ltd. Şti.,+90 216 666 49 24,https://www.yeniyatiriminss.org.tr,genel@yeniyatiriminss.org.tr,,Esenler,Generated Database,Generated
Nehir İstanbul Pazarlama Ltd.,+90 545 728 80 18,https://www.nehiristanbulpa.info.tr,gayrimenkul@nehiristanbulpa.info.tr,Ömer Doğan,Esenyurt,Generated Database,Generated
Çağdaş Konut San. Tic. A.Ş.,+90 535 823 83 40,https://www.cagdaskonutsant.com,istanbul.consultant@cagdaskonutsant.com,,Esenyurt,Generated Database,Generated
Hearth Yatırım Ltd. Şti.,+90 216 838 49 13,https://www.hearthyatirimst.org.tr,emlak@hearthyatirimst.org.tr,,Esenyurt,Generated Database,Generated
Prima İnşaat,+90 532 398 69 80,https://www.primainsaat.com.tr,ist.satis@primainsaat.com.tr,Filiz Demir,Esenyurt,Generated Database,Generated
Millet Yeşil Residence San. Tic. A.Ş.,+90 533 137 15 26,https://www.milletyesilresi.net.tr,contact@milletyesilresi.net.tr,Mehmet Güven,Esenyurt,Generated Database,Generated
Güvenli Kiralama,+90 531 744 22 41,https://www.guvenlikiralama.net.tr,ofis@guvenlikiralama.net.tr,Ahmet Güven,Esenyurt,Generated Database,Generated
Select Gayrimenkul Gayrimenkul A.Ş.,+90 532 556 63 46,,info@selectas.com,Fatma Kurt,Esenyurt,Generated Database,Generated
Crown Project Gayrimenkul A.Ş.,+90 547 105 52 94,https://www.crownprojectas.com,ofis@crownprojectas.com,,Esenyurt,Generated Database,Generated
İş Development A.Ş.,+90 530 433 15 66,,destek@isdevelopmentas.org.tr,Can Aydın,Esenyurt,Generated Database,Generated
Doğru Project San. Tic. A.Ş.,+90 530 256 72 70,,emlak@dogruprojectas.net.tr,İsmail Kurt,Esenyurt,Generated Database,Generated
Endüstri Gold Danışmanlık Yatırım A.Ş.,+90 536 157 22 57,https://www.endustrigolddan.info.tr,musteri@endustrigolddan.info.tr,Can Kılıç,Esenyurt,Generated Database,Generated
Tepe Yapı Gayrimenkul A.Ş.,+90 537 877 30 85,https://www.tepeyapias.info.tr,support@tepeyapias.info.tr,Sevil Türk,Esenyurt,Generated Database,Generated
Home Project,+90 216 396 28 79,https://www.homeproject.com.tr,genel@homeproject.com.tr,,Esenyurt,Generated Database,Generated
Beyoğlu Yatırım Ltd.,+90 544 744 57 71,https://www.beyogluyatirim.com.tr,ist.gayrimenkul@beyogluyatirim.com.tr,Burak Özdemir,Esenyurt,Generated Database,Generated
Halk Pazarlama San. Tic. A.Ş.,+90 545 806 90 41,https://www.halkpazarlamasa.info.tr,contact@halkpazarlamasa.info.tr,Deniz Yılmaz,Esenyurt,Generated Database,Generated
Millet Hakiki Yatırım İnş. San. Tic. Ltd. Şti.,+90 547 129 77 91,https://www.millethakikiyat.org.tr,office@millethakikiyat.org.tr,Cem Öztürk,Esenyurt,Generated Database,Generated
Green Sales A.Ş.,+90 530 882 30 70,https://www.greensalesas.com,sales1@greensalesas.com,,Esenyurt,Generated Database,Generated
Platinum Güven Residence A.Ş.,+90 534 123 72 86,https://www.platinumguvenre.com.tr,ofis.ist@platinumguvenre.com.tr,Efe Güler,Esenyurt,Generated Database,Generated
Elite Marketing Ltd. Şti.,+90 533 736 83 93,https://www.elitemarketings.info.tr,bilgi@elitemarketings.info.tr,Elif Kurt,Esenyurt,Generated Database,Generated
Royal Beyoğlu Pazarlama Ltd. Şti.,+90 549 937 13 42,https://www.royalbeyoglupaz.com,bilgi.tr@royalbeyoglupaz.com,Erkan Çelik,Esenyurt,Generated Database,Generated
Digital Sales Yatırım A.Ş.,+90 541 658 47 89,https://www.digitalsalesyat.info.tr,danisan@digitalsalesyat.info.tr,,Esenyurt,Generated Database,Generated
Strong Sales Yatırım A.Ş.,+90 216 370 95 91,,bilgi@strongsalesyati.net.tr,Emre Çetin,Esenyurt,Generated Database,Generated
Trust Proje Ltd. Şti.,+90 212 949 87 87,https://www.trustprojesti.com.tr,contact@trustprojesti.com.tr,Gül Tuncer,Esenyurt,Generated Database,Generated
Merkez Danışmanlık Yatırım A.Ş.,+90 535 792 38 48,https://www.merkezdanismanl.com.tr,support.tr@merkezdanismanl.com.tr,Cem Öztürk,Esenyurt,Generated Database,Generated
Deniz İnşaat İnşaat Ltd. Şti.,+90 547 128 61 62,https://www.denizinsaatinsa.org.tr,emlak@denizinsaatinsa.org.tr,Mustafa Türk,Eyüpsultan,Generated Database,Generated
Next Proje İnşaat Ltd. Şti.,+90 216 888 23 46,,satis@nextprojeinsaat.info.tr,Erkan Öztürk,Eyüpsultan,Generated Database,Generated
Hill Gold Proje,+90 542 397 44 70,https://www.hillgoldproje.net.tr,danisan.ist@hillgoldproje.net.tr,Onur Ateş,Eyüpsultan,Generated Database,Generated
Finest Konut Ltd.,+90 212 732 66 58,https://www.finestkonut.com,bilgi@finestkonut.com,İbrahim Kurt,Eyüpsultan,Generated Database,Generated
Diamond Kiralama Yatırım A.Ş.,+90 540 550 31 58,,ofis@diamondkiralama.net.tr,Onur Türk,Eyüpsultan,Generated Database,Generated
Ege Sales A.Ş.,+90 548 922 99 24,https://www.egesalesas.info.tr,general@egesalesas.info.tr,,Eyüpsultan,Generated Database,Generated
House Kalkınma Marketing Ltd. Şti.,+90 212 376 93 72,https://www.housekalkinmama.info.tr,sales.tr@housekalkinmama.info.tr,Fatih Kılıç,Eyüpsultan,Generated Database,Generated
Valley Residence Gayrimenkul A.Ş.,+90 539 507 31 56,https://www.valleyresidence.net.tr,istanbul.direktor@valleyresidence.net.tr,Mehmet Demir,Eyüpsultan,Generated Database,Generated
Asia Development Gayrimenkul A.Ş.,+90 541 569 86 32,https://www.asiadevelopment.org.tr,emlak@asiadevelopment.org.tr,Serpil Şahin,Eyüpsultan,Generated Database,Generated
Quality Gayrimenkul İnşaat Ltd. Şti.,+90 533 336 62 71,https://www.qualityinsaatst.org.tr,manager@qualityinsaatst.org.tr,Kaan Aksoy,Eyüpsultan,Generated Database,Generated
Tepe Kalkınma Danışmanlık Ltd. Şti.,+90 536 928 66 56,https://www.tepekalkinmadan.org.tr,destek@tepekalkinmadan.org.tr,Can Korkmaz,Eyüpsultan,Generated Database,Generated
Smart Project Ltd. Şti.,+90 212 882 16 75,https://www.smartprojectsti.info.tr,danisan@smartprojectsti.info.tr,Fatih Çakır,Eyüpsultan,Generated Database,Generated
Nehir Marketing Ltd. Şti.,+90 216 766 80 85,https://www.nehirmarketings.com.tr,contact@nehirmarketings.com.tr,Fatih Kara,Eyüpsultan,Generated Database,Generated
Marmara Satış İnşaat Ltd. Şti.,+90 216 421 32 22,,support@marmarasatisins.info.tr,Ömer Kılıç,Eyüpsultan,Generated Database,Generated
Solid Yapı Ltd. Şti.,+90 534 643 33 79,https://www.solidyapisti.com,ist.gayrimenkul@solidyapisti.com,,Eyüpsultan,Generated Database,Generated
İş VIP Satış Ltd.,+90 540 911 93 25,,danisan@isvipsatis.org.tr,,Eyüpsultan,Generated Database,Generated
Europe Silver Gayrimenkul A.Ş.,+90 536 349 24 77,,servis.ist@europesilveras.net.tr,Emine Çakır,Eyüpsultan,Generated Database,Generated
Aile Garden Emlak A.Ş.,+90 546 180 17 42,https://www.ailegardenas.com,director@ailegardenas.com,Abdullah Yılmaz,Eyüpsultan,Generated Database,Generated
Doğru İnşaat Gayrimenkul A.Ş.,+90 539 231 41 32,https://www.dogruinsaatas.org.tr,musteri@dogruinsaatas.org.tr,Ali Çetin,Eyüpsultan,Generated Database,Generated
Garden Karadeniz İnşaat A.Ş.,+90 543 157 26 72,https://www.gardenkaradeniz.com,office.tr@gardenkaradeniz.com,,Eyüpsultan,Generated Database,Generated
Excellence Yatırım İnş. San. Tic. Ltd. Şti.,+90 541 980 95 25,https://www.excellenceyatir.com,consultant@excellenceyatir.com,,Eyüpsultan,Generated Database,Generated
Göl Kiralama Yatırım A.Ş.,+90 212 319 96 25,,info1@golkiralamayati.com,Osman Aksoy,Eyüpsultan,Generated Database,Generated
VIP Sales Ltd.,+90 538 570 77 32,https://www.vipsales.com.tr,ist.destek@vipsales.com.tr,Mustafa Korkmaz,Eyüpsultan,Generated Database,Generated
Aile VIP Development Ltd. Şti.,+90 542 301 16 46,,contact@ailevipdevelopm.info.tr,Fatma Demir,Eyüpsultan,Generated Database,Generated
Kesin Danışmanlık İnşaat Ltd. Şti.,+90 212 755 78 22,https://www.kesindanismanli.net.tr,consultant@kesindanismanli.net.tr,,Eyüpsultan,Generated Database,Generated
Excellence Investment Yatırım A.Ş.,+90 539 181 22 96,https://www.excellenceinves.org.tr,direktor@excellenceinves.org.tr,Hacer Korkmaz,Fatih,Generated Database,Generated
Anadolu Marketing Ltd.,+90 543 438 39 53,https://www.anadolumarketin.net.tr,iletisim@anadolumarketin.net.tr,,Fatih,Generated Database,Generated
Güvenli Doğru Rental Ltd.,+90 535 721 84 23,https://www.guvenlidogruren.net.tr,danisan@guvenlidogruren.net.tr,Hasan Işık,Fatih,Generated Database,Generated
